episode,score
787,517.526510951
788,551.802364096
789,421.193734084
790,627.782289503
791,621.110473916
792,569.155383202
793,378.13092738
794,700.216967005
795,528.679477486
796,671.714686307
797,546.528258201
798,-69.8679798716
799,58.7223904646
800,418.769288862
801,423.496062203
802,603.598963957
803,232.106632547
804,1450.54006621
805,612.718257688
806,522.428825961
807,125.291906293
808,462.516574136
809,495.536315642
810,530.453116973
811,466.053249566
812,121.601176037
813,1208.08102334
814,659.680879807
815,560.934933535
816,585.703265803
817,587.414612688
818,627.99694353
819,123.220163128
820,691.031139325
821,645.068383883
822,509.335914016
823,668.833002337
824,534.084150122
825,493.398028849
826,603.646430365
827,781.085788954
828,435.144064846
829,397.424301598
830,713.680255397
831,620.846627548
832,530.940176191
833,517.60670334
834,512.152469386
835,153.280844821
836,430.129785341
837,8.1945234108
838,232.53423526
839,563.142878583
840,289.996628975
841,620.598377224
842,582.23225855
843,542.662731879
844,499.095940088
845,700.466355967
846,348.823998792
847,494.557503829
848,528.821661613
849,466.04729579
850,274.43427472
851,351.3705742
852,657.008144797
853,629.4387146
854,560.336040044
855,555.26763549
856,373.382442085
857,453.299031899
858,516.293929219
859,563.093113048
860,586.808165678
861,410.619738076
862,515.382891436
863,676.340399406
864,553.715741823
865,758.761384669
866,576.476873417
867,611.623171766
868,906.625379331
869,539.007187243
870,442.926902049
871,691.789470435
872,2015.67911129
873,623.879526656
874,166.735327743
875,614.611195609
876,290.898796424
877,331.649775857
878,324.895584362
879,485.512499233
880,434.626764931
881,358.788764618
882,483.055434122
883,699.809318636
884,111.527965654
885,674.695584723
886,176.534373002
887,473.519749898
888,585.106001493
889,233.267262159
890,646.003535704
891,505.733315063
892,558.86067132
893,235.611147234
894,549.978817176
895,393.532368258
896,574.590073056
897,590.273418933
898,553.165382501
899,340.074929833
900,297.242202788
901,498.634394244
902,121.252628776
903,340.031452076
904,558.92841098
905,60.1340665856
906,129.82258753
907,698.028845654
908,452.84357511
909,408.026044894
910,128.973945407
911,567.699917056
912,583.127098693
913,598.454402919
914,127.284890172
915,347.220515977
916,507.189027393
917,563.31353285
918,745.698998075
919,1098.60089309
920,472.946197742
921,558.396742392
922,1415.98503514
923,146.606362128
924,479.323090956
925,573.657879683
926,593.293126703
927,456.760155748
928,566.529053273
929,590.321188924
930,186.944645952
931,-25.4617263199
932,678.746852483
933,578.647254113
934,628.498630192
935,553.600121309
936,365.917575587
937,375.211914134
938,554.764257558
939,607.777280659
940,594.356636734
941,405.359534822
942,-144.486411334
943,355.946007615
944,318.680361415
945,967.914448471
946,418.695125338
947,477.108244382
948,555.177300773
949,571.660159388
950,347.136976071
951,459.758462649
952,116.11534739
953,396.039259939
954,583.08137682
955,434.025536555
956,1370.61771928
957,520.642209172
958,499.144879377
959,134.914734648
960,356.99709994
961,710.08499767
962,306.017224469
963,170.784711472
964,611.778685804
965,624.340528048
966,589.18455002
967,273.042810232
968,629.950291969
969,508.371915797
970,453.562410616
971,517.099775279
972,458.887764509
973,324.948726418
974,558.6358711
975,666.657383369
976,167.41049635
977,514.806911038
978,404.494569897
979,152.591302407
980,498.643928095
981,276.301062663
982,863.190175334
983,620.921920412
984,455.37829815
985,604.223414291
986,450.515952812
987,614.822923524
988,25605.899487
989,516.606085135
990,299.039937161
991,371.272187661
992,402.225302068
993,553.342058392
994,670.478726436
995,1246.76206496
996,587.83220777
997,600.682468126
998,1575.58999907
999,677.848841757
1000,498.397054096
